sample_id,match_source,source_split_manifest,source_file_manifest,source_split_candidate,source_file_candidate,day_final,video_final,group_id,img_name,center_frame_for_training,center_frame_from_img,center_frame_final,center_ts_final,center_playback_sec,center_real_sec,frames,pig_id,x1,y1,x2,y2,behavior,hidden,trigger_type_manifest,roi_name_manifest,near_roi_manifest,trigger_type,roi_name,frame_mismatch
burst_color_0207eb9f_33_ID_6,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs291119,/content/drive/MyDrive/pig_data_unzipped/pigs291119/PIGS291119/000218/color.mp4,burst_color_0207eb9f_33,burst_color_0207eb9f_33_f9_k3.jpg,9,9,1.0,0.033,0.3,1.5,0|3|6|9|12|15,ID_6,228.69,307.84,379.25,677.5,drink,No,onset,,0.0,onset,,True
burst_color_0207eb9f_33_ID_7,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs291119,/content/drive/MyDrive/pig_data_unzipped/pigs291119/PIGS291119/000218/color.mp4,burst_color_0207eb9f_33,burst_color_0207eb9f_33_f9_k3.jpg,9,9,1.0,0.033,0.3,1.5,0|3|6|9|12|15,ID_7,181.37,227.6,267.74,695.23,drink,No,onset,,0.0,onset,,True
burst_color_0207eb9f_33_ID_8,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs291119,/content/drive/MyDrive/pig_data_unzipped/pigs291119/PIGS291119/000218/color.mp4,burst_color_0207eb9f_33,burst_color_0207eb9f_33_f9_k3.jpg,9,9,1.0,0.033,0.3,1.5,0|3|6|9|12|15,ID_8,820.810546875,255.650390625,970.0,347.79039062500124,sitting,No,onset,,0.0,onset,,True
burst_color_021c3546_33_ID_1,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs281119,/content/drive/MyDrive/pig_data_unzipped/pigs281119/PIGS281119/000139/color.mp4,burst_color_021c3546_33,burst_color_021c3546_33_f9_k3.jpg,9,9,1.0,0.033,0.3,1.5,0|3|6|9|12|15,ID_1,203.02,91.58,499.24,335.89,sitting,No,offset,,0.0,offset,,True
burst_color_021c3546_33_ID_2,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs281119,/content/drive/MyDrive/pig_data_unzipped/pigs281119/PIGS281119/000139/color.mp4,burst_color_021c3546_33,burst_color_021c3546_33_f9_k3.jpg,9,9,1.0,0.033,0.3,1.5,0|3|6|9|12|15,ID_2,204.9,23.03,518.59,217.54,sitting,No,offset,,0.0,offset,,True
burst_color_021c3546_33_ID_3,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs281119,/content/drive/MyDrive/pig_data_unzipped/pigs281119/PIGS281119/000139/color.mp4,burst_color_021c3546_33,burst_color_021c3546_33_f9_k3.jpg,9,9,1.0,0.033,0.3,1.5,0|3|6|9|12|15,ID_3,505.83,104.46,766.19,318.66,lying,No,offset,,0.0,offset,,True
burst_color_021c3546_33_ID_4,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs281119,/content/drive/MyDrive/pig_data_unzipped/pigs281119/PIGS281119/000139/color.mp4,burst_color_021c3546_33,burst_color_021c3546_33_f9_k3.jpg,9,9,1.0,0.033,0.3,1.5,0|3|6|9|12|15,ID_4,181.31,349.4,374.53,698.64,drink,No,offset,,0.0,offset,,True
burst_color_021c3546_33_ID_5,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs281119,/content/drive/MyDrive/pig_data_unzipped/pigs281119/PIGS281119/000139/color.mp4,burst_color_021c3546_33,burst_color_021c3546_33_f9_k3.jpg,9,9,1.0,0.033,0.3,1.5,0|3|6|9|12|15,ID_5,329.54,431.01,622.76,580.18,lying,No,offset,,0.0,offset,,True
burst_color_021c3546_33_ID_6,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs281119,/content/drive/MyDrive/pig_data_unzipped/pigs281119/PIGS281119/000139/color.mp4,burst_color_021c3546_33,burst_color_021c3546_33_f9_k3.jpg,9,9,1.0,0.033,0.3,1.5,0|3|6|9|12|15,ID_6,745.7,158.71,909.36,334.26,lying,No,offset,,0.0,offset,,True
burst_color_021c3546_33_ID_7,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs281119,/content/drive/MyDrive/pig_data_unzipped/pigs281119/PIGS281119/000139/color.mp4,burst_color_021c3546_33,burst_color_021c3546_33_f9_k3.jpg,9,9,1.0,0.033,0.3,1.5,0|3|6|9|12|15,ID_7,193.05,154.69,312.24,456.48,lying,No,offset,,0.0,offset,,True
burst_color_022ddaed_667_ID_1,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000304/color.mp4,burst_color_022ddaed_667,burst_color_022ddaed_667_f20_k3.jpg,20,20,20.0,0.667,0.6666666666666666,3.3333333333333335,11|14|17|20|23|26,ID_1,800.18,388.9,954.65,606.4,social-nose,No,,,,offset,,False
burst_color_022ddaed_667_ID_2,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000304/color.mp4,burst_color_022ddaed_667,burst_color_022ddaed_667_f20_k3.jpg,20,20,20.0,0.667,0.6666666666666666,3.3333333333333335,11|14|17|20|23|26,ID_2,203.97,40.02,481.43,182.96,sitting,No,,,,offset,,False
burst_color_022ddaed_667_ID_3,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000304/color.mp4,burst_color_022ddaed_667,burst_color_022ddaed_667_f20_k3.jpg,20,20,20.0,0.667,0.6666666666666666,3.3333333333333335,11|14|17|20|23|26,ID_3,199.84,144.66,473.13,273.37,sitting,No,,,,offset,,False
burst_color_022ddaed_667_ID_4,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000304/color.mp4,burst_color_022ddaed_667,burst_color_022ddaed_667_f20_k3.jpg,20,20,20.0,0.667,0.6666666666666666,3.3333333333333335,11|14|17|20|23|26,ID_4,195.86,369.27,381.35,692.31,drink,No,,,,offset,,False
burst_color_022ddaed_667_ID_5,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000304/color.mp4,burst_color_022ddaed_667,burst_color_022ddaed_667_f20_k3.jpg,20,20,20.0,0.667,0.6666666666666666,3.3333333333333335,11|14|17|20|23|26,ID_5,634.2,513.43,824.72,614.06,sitting,No,,,,offset,,False
burst_color_022ddaed_667_ID_6,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000304/color.mp4,burst_color_022ddaed_667,burst_color_022ddaed_667_f20_k3.jpg,20,20,20.0,0.667,0.6666666666666666,3.3333333333333335,11|14|17|20|23|26,ID_6,724.77,162.75,883.57,350.67,fight,No,,,,offset,,False
burst_color_022ddaed_667_ID_7,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000304/color.mp4,burst_color_022ddaed_667,burst_color_022ddaed_667_f20_k3.jpg,20,20,20.0,0.667,0.6666666666666666,3.3333333333333335,11|14|17|20|23|26,ID_7,855.05,256.87,988.83,402.71,fight,No,,,,offset,,False
burst_color_022ddaed_667_ID_8,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000304/color.mp4,burst_color_022ddaed_667,burst_color_022ddaed_667_f20_k3.jpg,20,20,20.0,0.667,0.6666666666666666,3.3333333333333335,11|14|17|20|23|26,ID_8,183.96,273.91,255.45,643.42,sitting,No,,,,offset,,False
burst_color_023ab307_67_ID_1,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs281119,/content/drive/MyDrive/pig_data_unzipped/pigs281119/PIGS281119/000168/color.mp4,burst_color_023ab307_67,burst_color_023ab307_67_f9_k3.jpg,9,9,2.0,0.067,0.3,1.5,0|3|6|9|12|15,ID_1,686.87,354.49,893.3,506.74,sitting,No,offset,,0.0,offset,,True
burst_color_023ab307_67_ID_2,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs281119,/content/drive/MyDrive/pig_data_unzipped/pigs281119/PIGS281119/000168/color.mp4,burst_color_023ab307_67,burst_color_023ab307_67_f9_k3.jpg,9,9,2.0,0.067,0.3,1.5,0|3|6|9|12|15,ID_2,622.34,154.75,862.48,292.54,lying,No,offset,,0.0,offset,,True
burst_color_023ab307_67_ID_3,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs281119,/content/drive/MyDrive/pig_data_unzipped/pigs281119/PIGS281119/000168/color.mp4,burst_color_023ab307_67,burst_color_023ab307_67_f9_k3.jpg,9,9,2.0,0.067,0.3,1.5,0|3|6|9|12|15,ID_3,675.16,474.61,865.84,610.66,lying,No,offset,,0.0,offset,,True
burst_color_023ab307_67_ID_4,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs281119,/content/drive/MyDrive/pig_data_unzipped/pigs281119/PIGS281119/000168/color.mp4,burst_color_023ab307_67,burst_color_023ab307_67_f9_k3.jpg,9,9,2.0,0.067,0.3,1.5,0|3|6|9|12|15,ID_4,842.23,476.18,991.9,587.77,lying,No,offset,,0.0,offset,,True
burst_color_023ab307_67_ID_5,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs281119,/content/drive/MyDrive/pig_data_unzipped/pigs281119/PIGS281119/000168/color.mp4,burst_color_023ab307_67,burst_color_023ab307_67_f9_k3.jpg,9,9,2.0,0.067,0.3,1.5,0|3|6|9|12|15,ID_5,649.03,310.69,855.71,435.79,sitting,No,offset,,0.0,offset,,True
burst_color_023ab307_67_ID_6,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs281119,/content/drive/MyDrive/pig_data_unzipped/pigs281119/PIGS281119/000168/color.mp4,burst_color_023ab307_67,burst_color_023ab307_67_f9_k3.jpg,9,9,2.0,0.067,0.3,1.5,0|3|6|9|12|15,ID_6,294.82,80.98,638.6,254.2,sitting,No,offset,,0.0,offset,,True
burst_color_023ab307_67_ID_7,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs281119,/content/drive/MyDrive/pig_data_unzipped/pigs281119/PIGS281119/000168/color.mp4,burst_color_023ab307_67,burst_color_023ab307_67_f9_k3.jpg,9,9,2.0,0.067,0.3,1.5,0|3|6|9|12|15,ID_7,612.72,242.89,842.87,350.01,lying,No,offset,,0.0,offset,,True
