temporal_unit_key,canonical_actor_key,source_type,source_frame_index,timestamp_sec,previous_timestamp_sec,delta_t,valid_motion_pair,velocity_valid,vx_n_per_second,vy_n_per_second,speed_n_per_second,bbox_width_rate_per_second,bbox_height_rate_per_second,bbox_area_rate_per_second,bbox_aspect_ratio_rate_per_second,direction_valid,direction_change_valid,direction_change_rad,previous_velocity_sample_time,current_velocity_sample_time,acceleration_delta_t_sec,tangential_acceleration_valid,tangential_acceleration_value,vector_acceleration_valid,ax_n_per_second2,ay_n_per_second2,acceleration_vector_magnitude_n_per_second2,pair_failed_conditions,motion_schema_version
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1002,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1006,33.53333333333333,33.5,0.03333333333333144,True,True,0.035390625000004464,-0.003125000000003997,0.03552832620446629,0.03984375000000849,0.015416666666667788,0.007836474609375465,0.3272516488349528,True,True,-2.559511384977779,33.483333333333334,33.516666666666666,0.03333333333333144,True,0.6935300596087229,True,1.3535156250002218,-0.32500000000036755,1.3919876246288903,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1002,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1007,33.56666666666667,33.53333333333333,0.033333333333338544,True,True,0.005156249999997169,-0.008124999999995337,0.009623021306346308,0.036093749999991424,0.011250000000001165,0.006808837890622856,0.31967474827560793,True,True,-0.9172406404247679,33.516666666666666,33.55,0.03333333333333144,True,-0.7771591469436436,True,-0.9070312500002704,-0.14999999999974875,0.9193506885171608,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1008,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1008,33.6,,,False,False,,,,,,,,False,False,,,,,False,,False,,,,previous_observation|same_temporal_unit|same_actor|previous_geometry|valid_delta_time,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1008,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1009,33.63333333333333,33.6,0.03333333333333144,True,True,-0.0008203125000006328,0.010416666666672217,0.010448916548724915,0.01992187500000133,-0.014166666666667022,0.001293427734372081,0.369432016594785,True,False,,,33.61666666666667,,False,,False,,,,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1008,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1010,33.666666666666664,33.63333333333333,0.03333333333333144,True,True,-0.007851562500001298,0.005208333333327782,0.009421983326374544,0.016640625000003798,-0.01208333333333158,0.0010357226562540574,0.3127704645225049,True,True,0.9065056388423827,33.61666666666667,33.65,0.03333333333333144,True,-0.030807996670512896,True,-0.21093750000003195,-0.15625000000034195,0.262504650256658,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1008,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1011,33.7,33.666666666666664,0.033333333333338544,True,True,0.00621093749999871,0.011666666666664669,0.013216915515352087,0.032578124999994754,0.013333333333332835,0.00650447265624499,0.2581468846756004,True,True,-1.4742974161381224,33.65,33.68333333333334,0.033333333333338544,True,0.11384796566930849,True,0.42187499999993433,0.1937500000000763,0.4642387081286676,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1008,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1012,33.733333333333334,33.7,0.03333333333333144,True,True,0.0147656250000014,0.010625000000010258,0.018191050179714317,0.0243749999999987,0.0012499999999982681,0.0038132486979211653,0.2765101075358036,True,True,-0.4578481319294072,33.68333333333334,33.71666666666667,0.03333333333333144,True,0.14922403993087538,True,0.2566406250000953,-0.031249999999634095,0.2585362119711989,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1008,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1013,33.766666666666666,33.733333333333334,0.03333333333333144,True,True,0.009140625000000867,0.001041666666663558,0.009199787760327887,0.019218750000003764,-0.003750000000000633,0.0024230403645841827,0.2640482425596663,True,True,-0.5102736366871468,33.71666666666667,33.75,0.03333333333333144,True,-0.26973787258160825,True,-0.16875000000002557,-0.28750000000041737,0.3333658838277376,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1014,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1014,33.8,,,False,False,,,,,,,,False,False,,,,,False,,False,,,,previous_observation|same_temporal_unit|same_actor|previous_geometry|valid_delta_time,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1014,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1015,33.833333333333336,33.8,0.033333333333338544,True,True,-0.018398437499995045,0.0025000000000026646,0.01856751201537883,0.020859374999996835,-0.0008333333333278378,0.0030136295572914607,0.25639493525851476,True,False,,,33.81666666666666,,False,,False,,,,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1014,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1016,33.86666666666667,33.833333333333336,0.03333333333333144,True,True,-0.0031640624999986345,0.0045833333333269825,0.0055694017585629285,0.0161718749999982,0.003333333333332878,0.0028342805989562416,0.15916563636382292,True,True,-0.831528472777872,33.81666666666666,33.85,0.033333333333338544,True,-0.3899433077044161,True,0.45703124999982087,0.062499999999719766,0.4612849590831721,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1014,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1017,33.9,33.86666666666667,0.03333333333333144,True,True,-0.0213281249999998,-0.0029166666666626253,0.021526631423890673,-0.005625000000000533,-0.01416666666666952,-0.002613776041665235,0.07449286341540275,True,True,1.1024915349921507,33.85,33.88333333333333,0.03333333333333144,True,0.47871688995985956,True,-0.5449218750000658,-0.22499999999970102,0.5895463084893781,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1014,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1018,33.93333333333333,33.9,0.03333333333333144,True,True,-0.0024609375000052293,-0.005416666666675815,0.005949495033766216,0.0124218750000009,0.013333333333335676,0.00352557617187623,0.014627826746310411,True,True,1.0084408580533086,33.88333333333333,33.916666666666664,0.03333333333333144,True,-0.46731409170376026,True,0.5660156249998692,-0.07500000000039996,0.570962947785627,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1014,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1019,33.96666666666667,33.93333333333333,0.033333333333338544,True,True,-0.01558593749999538,0.001041666666673328,0.015620707960851854,-0.0035156249999995838,-0.012083333333332334,-0.002041149088541666,0.07904767409420463,True,True,-1.2110844672696217,33.916666666666664,33.95,0.033333333333338544,True,0.29013638781252377,True,-0.39374999999964294,0.19375000000044398,0.4388372420384246,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=102,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,102,3.4,,,False,False,,,,,,,,False,False,,,,,False,,False,,,,previous_observation|same_temporal_unit|same_actor|previous_geometry|valid_delta_time,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=102,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,103,3.4333333333333327,3.4,0.03333333333333277,True,True,0.0030468750000079386,0.0427083333333374,0.04281687965484094,-0.08250000000000438,-0.10291666666666359,-0.02242286458333537,0.3845636855160815,True,False,,,3.416666666666666,,False,,False,,,,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=102,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,104,3.466666666666667,3.4333333333333327,0.0333333333333341,True,True,-0.0107812500000046,0.07562499999999742,0.07638963265104898,-0.0782812499999952,-0.10708333333332962,-0.02187984374999948,0.5445497440270416,True,True,0.21282858486862688,3.416666666666666,3.4499999999999997,0.03333333333333366,True,1.0071825898862312,True,-0.4148437500003721,0.9874999999997909,1.0710983087065156,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=102,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,105,3.5,3.466666666666667,0.033333333333333215,True,True,0.003046875000004567,0.025416666666663403,0.02559864042698228,-0.026718750000003188,-0.056666666666670064,-0.009726458333334034,0.538877688839496,True,True,-0.2609155052558938,3.4499999999999997,3.4833333333333334,0.03333333333333366,True,-1.5237297667219862,True,0.41484375000027096,-1.5062500000000056,1.5623329988879786,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=102,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,106,3.5333333333333328,3.5,0.03333333333333277,True,True,0.003164062499998508,-0.020000000000001465,0.02024873555321308,0.0719531250000013,0.04833333333333355,0.013804283854167213,0.3184458697648394,True,True,-2.8653821852914287,3.4833333333333334,3.5166666666666666,0.033333333333333215,True,-0.16049714621307654,True,0.003515624999818234,-1.362499999999951,1.3625045356324528,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=102,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,107,3.566666666666667,3.5333333333333328,0.0333333333333341,True,True,-0.006328125000003425,-0.055833333333331445,0.056190802424654594,0.11156250000000054,0.0991666666666658,0.024883860677084414,0.07028996722620089,True,True,-0.2697606938759338,3.5166666666666666,3.55,0.033333333333333215,True,1.078262006143249,True,-0.28476562500005903,-1.0749999999999034,1.1120775427916285,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1020,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1020,34.0,,,False,False,,,,,,,,False,False,,,,,False,,False,,,,previous_observation|same_temporal_unit|same_actor|previous_geometry|valid_delta_time,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1020,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1021,34.03333333333333,34.0,0.03333333333333144,True,True,0.00035156250000502933,0.0016666666666610268,0.0017033420000601065,0.008671875000003597,0.007500000000000433,0.00222891601562711,0.028114117032082487,True,False,,,34.016666666666666,,False,,False,,,,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1020,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1022,34.06666666666667,34.03333333333333,0.033333333333338544,True,True,-0.007617187500001873,-0.0014583333333326673,0.007755532317081398,-0.003046875000002415,-0.010416666666664168,-0.0017589322916697027,0.06868028504734927,True,True,1.9678501920743416,34.016666666666666,34.05,0.03333333333333144,True,0.18156570951064907,True,-0.23906250000022067,-0.09374999999981615,0.25678773609018213,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1020,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1023,34.1,34.06666666666667,0.03333333333333144,True,True,-0.013359374999997935,-0.0033333333333320455,0.013768950994962266,0.0056249999999972026,0.000833333333333844,0.0009396028645860581,0.05892780622104856,True,True,0.055356009489043956,34.05,34.083333333333336,0.033333333333338544,True,0.18040256033639782,True,-0.17226562499985493,-0.05624999999997255,0.18121674331194554,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1020,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1024,34.13333333333333,34.1,0.03333333333333144,True,True,-0.008554687500001365,-0.0022916666666684873,0.008856320586665722,0.011953125000003631,0.006249999999996337,0.002561718749997048,0.07974338595790008,True,True,0.017218914952318087,34.083333333333336,34.11666666666667,0.03333333333333144,True,-0.14737891224890468,True,0.1441406249999053,0.031249999999908525,0.14748926155946948,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1020,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1025,34.166666666666664,34.13333333333333,0.03333333333333144,True,True,0.014882812500001966,-0.0010416666666602274,0.014919221740916842,0.007734375000003231,0.006250000000005496,0.001938574218750203,0.029147089168796707,True,True,2.809976495691707,34.11666666666667,34.15,0.03333333333333144,True,0.18188703462754394,True,0.7031250000001399,0.03750000000024993,0.7041242898986055,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1026,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1026,34.2,,,False,False,,,,,,,,False,False,,,,,False,,False,,,,previous_observation|same_temporal_unit|same_actor|previous_geometry|valid_delta_time,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1026,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1027,34.233333333333334,34.2,0.03333333333333144,True,True,0.014765624999994738,0.003333333333338707,0.015137198973113108,0.0065624999999975685,0.007499999999994605,0.001933072916670073,0.002343954737731435,True,False,,,34.21666666666667,,False,,False,,,,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1026,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1028,34.266666666666666,34.233333333333334,0.03333333333333144,True,True,-0.007617187500000166,0.0006249999999974687,0.007642785513813377,0.01992187500000383,0.02291666666666822,0.005907356770830294,0.005574872582630214,True,True,2.8376969968185373,34.21666666666667,34.25,0.03333333333333144,True,-0.2248324037790047,True,-0.6714843749998853,-0.08125000000024177,0.6763821614804947,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1026,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1029,34.3,34.266666666666666,0.03333333333333144,True,True,0.005273437500005496,-0.0016666666666610268,0.005530544353336585,-0.0161718750000007,-0.02249999999999547,-0.005293183593747276,0.03476793613380134,True,True,2.9173453472980038,34.25,34.28333333333333,0.03333333333333144,True,-0.06336723481430738,True,0.38671875000019185,-0.06874999999975877,0.3927823240698055,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1026,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1030,34.333333333333336,34.3,0.033333333333338544,True,True,0.015468749999998168,-0.00020833333333799628,0.015470152854455674,0.0014062499999965027,0.006249999999995004,0.0010053906249958024,-0.04629724225766183,True,True,0.2926479949684766,34.28333333333333,34.31666666666666,0.03333333333333144,True,0.29818825503358964,True,0.30585937499979754,0.0437499999996934,0.3089725226864679,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1026,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1031,34.36666666666667,34.333333333333336,0.03333333333333144,True,True,-0.009843750000000933,-0.0018749999999990675,0.010020730465515718,-0.004218749999997069,-0.007083333333336009,-0.001532200520829048,0.021293759072292907,True,True,-2.9399039490374594,34.31666666666666,34.35,0.033333333333338544,True,-0.16348267166817312,True,-0.7593749999998542,-0.04999999999982432,0.7610193102837542,,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1032,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1032,34.4,,,False,False,,,,,,,,False,False,,,,,False,,False,,,,previous_observation|same_temporal_unit|same_actor|previous_geometry|valid_delta_time,classification_v2.motion_tensor.v2
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1032,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,1033,34.43333333333333,34.4,0.03333333333333144,True,True,-0.002343750000004663,0.0010416666666602274,0.0025648067192193813,0.009843749999997603,0.014583333333330614,0.0033115559895842564,-0.03029224719197815,True,False,,,34.416666666666664,,False,,False,,,,,classification_v2.motion_tensor.v2
