method_id,component,parameter,effective_value,unit,selection_basis,source_path,source_sha256,source_commit,runtime_override,covered_by_profile_hash,covered_by_effective_config_hash,covered_by_prediction_authority,evidence_class,scientific_effect,scientific_rationale,rationale_status,frozen_status,unresolved_notes
B0_CURRENT_STANDARD_V2_20260728,Hidden_state,area_occlusion_freeze_frames,15,frames,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,Hidden_state|runtime,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,Hidden_state,area_occlusion_shrink_ratio,0.6,unitless,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,association,association_debug,false,boolean,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,association,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,detection,causal_hidden_detection_reservation,false,boolean,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,detection|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,detection,causal_hidden_detection_reservation_allow_visible_hold,false,boolean,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,detection|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,detection,causal_hidden_detection_reservation_hold_max_claim_cost,0.1,unitless,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,detection|association|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,detection,causal_hidden_detection_reservation_hold_min_gain,0.1,unitless,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,detection|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,detection,causal_hidden_detection_reservation_hold_min_iom,0.96,unitless,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,detection|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,detection,causal_hidden_detection_reservation_hold_min_visible_cost,0.2,unitless,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,detection|association|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,detection,causal_hidden_detection_reservation_hold_reserved_reid,false,boolean,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,detection|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,detection,causal_hidden_detection_reservation_max_alternative_cost,0.78,unitless,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,detection|association|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,detection,causal_hidden_detection_reservation_max_center_distance,0.09,unitless,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,detection|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,detection,causal_hidden_detection_reservation_max_claim_cost,0.25,unitless,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,detection|association|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,detection,causal_hidden_detection_reservation_max_missed,5,frames,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,detection|lifecycle|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,detection,causal_hidden_detection_reservation_min_gain,0.08,unitless,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,detection|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,detection,causal_hidden_detection_reservation_min_iom,0.55,unitless,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,detection|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,detection,class_id,null,not applicable,DATA_SCHEMA_CONSTRAINT,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,detection,Bound to the repository data/cache/export schema.,SUFFICIENT,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,engineering_or_indirect,clean_coco_annotations_json,null,not applicable,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,engineering_or_indirect,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,engineering_or_indirect,coco_annotations_json,null,not applicable,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,engineering_or_indirect,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,engineering_or_indirect,conf,null,not applicable,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,engineering_or_indirect,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,runtime,cvat_video_xml,null,not applicable,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,runtime,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,engineering_or_indirect,default_behavior,"""lying""",categorical/path,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,engineering_or_indirect,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
