posture_review_item_id,native_temporal_unit_key,source_type,dataset_id,video_key,source_video_key,object_track_key,pig_id,track_id,recording_date,outer_fold_id,split_role,unit_start_frame,unit_end_frame,label_window_start,label_window_end,observed_frame_start,observed_frame_end
posture_review_0000011,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000140|track_id=tracklet_00004152|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs281119/000140,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000140|track_id=tracklet_00004152,ID_6,tracklet_00004152,281119,FOLD_3,validation,0,15,0,15,0,15
posture_review_0000012,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=7|anchor=336,cvat_tracking_xml,cvat_tracking_test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=7,ID_8,7,291119,FOLD_1,train,336,341,336,341,336,341
posture_review_0000013,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs291119%2F000203|track_id=tracklet_00003270|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs291119/000203,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs291119%2F000203|track_id=tracklet_00003270,ID_5,tracklet_00003270,291119,FOLD_1,train,598,613,598,613,598,613
posture_review_0000014,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000065|track_id=tracklet_00000153|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs271119/000065,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000065|track_id=tracklet_00000153,ID_4,tracklet_00000153,271119,FOLD_4,train,0,15,0,15,0,15
posture_review_0000015,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000147|track_id=tracklet_00001645|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs031219/000147,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000147|track_id=tracklet_00001645,ID_8,tracklet_00001645,031219,FOLD_4,train,0,15,0,15,0,15
posture_review_0000016,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000140|track_id=tracklet_00002315|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs031219/000140,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000140|track_id=tracklet_00002315,ID_3,tracklet_00002315,031219,FOLD_4,train,0,15,0,15,0,15
posture_review_0000017,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000247|track_id=tracklet_00000943|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs041219/000247,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000247|track_id=tracklet_00000943,ID_8,tracklet_00000943,041219,FOLD_4,train,2,17,2,17,2,17
posture_review_0000018,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000271|track_id=tracklet_00003938|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs041219/000271,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000271|track_id=tracklet_00003938,ID_6,tracklet_00003938,041219,FOLD_4,train,8,23,8,23,8,23
posture_review_0000019,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000226_30fps|video=Pigs291119_000226_30fps|track_id=3|anchor=606,cvat_tracking_xml,cvat_tracking_Pigs291119_000226_30fps,Pigs291119_000226_30fps,Pigs291119_000226_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000226_30fps|video=Pigs291119_000226_30fps|track_id=3,ID_4,3,291119,FOLD_1,train,606,611,606,611,606,611
posture_review_0000020,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=0|anchor=1668,cvat_tracking_xml,cvat_tracking_test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=0,ID_1,0,291119,FOLD_1,train,1668,1673,1668,1673,1668,1673
posture_review_0000021,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000225_30fps.mp4|video=Pigs291119_000225_30fps.mp4|track_id=6|anchor=1002,cvat_tracking_xml,cvat_tracking_Pigs291119_000225_30fps.mp4,Pigs291119_000225_30fps.mp4,Pigs291119_000225_30fps.mp4,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000225_30fps.mp4|video=Pigs291119_000225_30fps.mp4|track_id=6,ID_7,6,291119,FOLD_1,exclude|train,1002,1007,1002,1007,1002,1007
posture_review_0000022,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000170|track_id=tracklet_00000771|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs281119/000170,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000170|track_id=tracklet_00000771,ID_6,tracklet_00000771,281119,FOLD_3,validation,0,15,0,15,0,15
posture_review_0000023,source=cvat_tracking_xml|dataset=cvat_tracking_pigs301119_000328|video=pigs301119_000328|track_id=1|anchor=390,cvat_tracking_xml,cvat_tracking_pigs301119_000328,pigs301119_000328,pigs301119_000328,source=cvat_tracking_xml|dataset=cvat_tracking_pigs301119_000328|video=pigs301119_000328|track_id=1,ID_7,1,301119,FOLD_2,train,390,395,390,395,390,395
posture_review_0000024,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000037|track_id=tracklet_00003895|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs271119/000037,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000037|track_id=tracklet_00003895,ID_1,tracklet_00003895,271119,FOLD_4,train,598,613,598,613,598,613
posture_review_0000025,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=7|anchor=846,cvat_tracking_xml,cvat_tracking_test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=7,ID_8,7,291119,FOLD_1,train,846,851,846,851,846,851
posture_review_0000026,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000199|track_id=tracklet_00003826|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs281119/000199,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000199|track_id=tracklet_00003826,ID_5,tracklet_00003826,281119,FOLD_3,validation,0,15,0,15,0,15
posture_review_0000027,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000151|track_id=tracklet_00003992|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs031219/000151,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000151|track_id=tracklet_00003992,ID_8,tracklet_00003992,031219,FOLD_4,train,0,15,0,15,0,15
posture_review_0000028,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs281119_000085_30fps|video=Pigs281119_000085_30fps|track_id=7|anchor=1284,cvat_tracking_xml,cvat_tracking_Pigs281119_000085_30fps,Pigs281119_000085_30fps,Pigs281119_000085_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs281119_000085_30fps|video=Pigs281119_000085_30fps|track_id=7,ID_1,7,281119,FOLD_3,validation,1284,1289,1284,1289,1284,1289
posture_review_0000029,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000188|track_id=tracklet_00003794|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs281119/000188,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000188|track_id=tracklet_00003794,ID_8,tracklet_00003794,281119,FOLD_3,validation,602,617,602,617,602,617
posture_review_0000030,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000219|track_id=tracklet_00002480|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs041219/000219,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000219|track_id=tracklet_00002480,ID_2,tracklet_00002480,041219,FOLD_4,train,3,18,3,18,3,18
posture_review_0000031,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000056|track_id=tracklet_00000812|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs271119/000056,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000056|track_id=tracklet_00000812,ID_5,tracklet_00000812,271119,FOLD_4,train,54,69,54,69,54,69
posture_review_0000032,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000018|track_id=tracklet_00003340|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs271119/000018,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000018|track_id=tracklet_00003340,ID_2,tracklet_00003340,271119,FOLD_4,train,0,15,0,15,0,15
posture_review_0000033,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=7|anchor=894,cvat_tracking_xml,cvat_tracking_test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=7,ID_8,7,291119,FOLD_1,train,894,899,894,899,894,899
posture_review_0000034,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=0|anchor=864,cvat_tracking_xml,cvat_tracking_test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=0,ID_1,0,291119,FOLD_1,train,864,869,864,869,864,869
posture_review_0000035,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs161119%2F000076|track_id=tracklet_00002742|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs161119/000076,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs161119%2F000076|track_id=tracklet_00002742,ID_7,tracklet_00002742,161119,FOLD_4,train,0,15,0,15,0,15
posture_review_0000036,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs161119%2F000074|track_id=tracklet_00000848|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs161119/000074,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs161119%2F000074|track_id=tracklet_00000848,ID_1,tracklet_00000848,161119,FOLD_4,train,5,20,5,20,5,20
posture_review_0000037,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=6|anchor=1068,cvat_tracking_xml,cvat_tracking_Pigs291119_000233,Pigs291119_000233,Pigs291119_000233,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=6,ID_7,6,291119,FOLD_1,exclude|train,1068,1073,1068,1073,1068,1073
posture_review_0000038,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000066|track_id=tracklet_00001050|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs271119/000066,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000066|track_id=tracklet_00001050,ID_3,tracklet_00001050,271119,FOLD_4,train,0,15,0,15,0,15
posture_review_0000039,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0|anchor=60,cvat_tracking_xml,cvat_tracking_Pigs291119_000231,Pigs291119_000231,Pigs291119_000231,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0,ID_1,0,291119,FOLD_1,train,60,65,60,65,60,65
posture_review_0000040,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000039|track_id=tracklet_00002478|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs271119/000039,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000039|track_id=tracklet_00002478,ID_8,tracklet_00002478,271119,FOLD_4,train,0,15,0,15,0,15
posture_review_0000041,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=7|anchor=558,cvat_tracking_xml,cvat_tracking_test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=7,ID_8,7,291119,FOLD_1,train,558,563,558,563,558,563
posture_review_0000042,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000236|track_id=tracklet_00002211|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs041219/000236,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000236|track_id=tracklet_00002211,ID_2,tracklet_00002211,041219,FOLD_4,train,2,17,2,17,2,17
posture_review_0000043,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs281119_000085_30fps|video=Pigs281119_000085_30fps|track_id=5|anchor=66,cvat_tracking_xml,cvat_tracking_Pigs281119_000085_30fps,Pigs281119_000085_30fps,Pigs281119_000085_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs281119_000085_30fps|video=Pigs281119_000085_30fps|track_id=5,ID_3,5,281119,FOLD_3,validation,66,71,66,71,66,71
posture_review_0000044,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=0|anchor=1308,cvat_tracking_xml,cvat_tracking_test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=0,ID_1,0,291119,FOLD_1,train,1308,1313,1308,1313,1308,1313
posture_review_0000045,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=7|anchor=1596,cvat_tracking_xml,cvat_tracking_test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=7,ID_8,7,291119,FOLD_1,train,1596,1601,1596,1601,1596,1601
posture_review_0000046,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000181|track_id=tracklet_00004134|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs281119/000181,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000181|track_id=tracklet_00004134,ID_8,tracklet_00004134,281119,FOLD_3,validation,0,15,0,15,0,15
posture_review_0000047,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=0|anchor=678,cvat_tracking_xml,cvat_tracking_Pigs291119_000233,Pigs291119_000233,Pigs291119_000233,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=0,ID_1,0,291119,FOLD_1,train,678,683,678,683,678,683
posture_review_0000048,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=7|anchor=486,cvat_tracking_xml,cvat_tracking_test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=7,ID_8,7,291119,FOLD_1,exclude|train,486,491,486,491,486,491
posture_review_0000049,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=7|anchor=1380,cvat_tracking_xml,cvat_tracking_test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=7,ID_8,7,291119,FOLD_1,train,1380,1385,1380,1385,1380,1385
posture_review_0000050,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000273|track_id=tracklet_00001132|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs041219/000273,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000273|track_id=tracklet_00001132,ID_4,tracklet_00001132,041219,FOLD_4,train,0,15,0,15,0,15
posture_review_0000051,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000225_30fps.mp4|video=Pigs291119_000225_30fps.mp4|track_id=2|anchor=312,cvat_tracking_xml,cvat_tracking_Pigs291119_000225_30fps.mp4,Pigs291119_000225_30fps.mp4,Pigs291119_000225_30fps.mp4,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000225_30fps.mp4|video=Pigs291119_000225_30fps.mp4|track_id=2,ID_3,2,291119,FOLD_1,exclude|train,312,317,312,317,312,317
posture_review_0000052,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0|anchor=168,cvat_tracking_xml,cvat_tracking_Pigs291119_000231,Pigs291119_000231,Pigs291119_000231,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0,ID_1,0,291119,FOLD_1,train,168,173,168,173,168,173
posture_review_0000053,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0|anchor=1200,cvat_tracking_xml,cvat_tracking_Pigs291119_000231,Pigs291119_000231,Pigs291119_000231,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0,ID_1,0,291119,FOLD_1,train,1200,1205,1200,1205,1200,1205
posture_review_0000054,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000125|track_id=tracklet_00001670|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs031219/000125,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000125|track_id=tracklet_00001670,ID_2,tracklet_00001670,031219,FOLD_4,train,0,15,0,15,0,15
posture_review_0000055,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs051219%2F000324|track_id=tracklet_00004118|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs051219/000324,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs051219%2F000324|track_id=tracklet_00004118,ID_3,tracklet_00004118,051219,FOLD_4,train,0,15,0,15,0,15
posture_review_0000056,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=7|anchor=1668,cvat_tracking_xml,cvat_tracking_test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=7,ID_8,7,291119,FOLD_1,train,1668,1673,1668,1673,1668,1673
posture_review_0000057,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs081119%2F000332|track_id=tracklet_00001752|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs081119/000332,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs081119%2F000332|track_id=tracklet_00001752,ID_5,tracklet_00001752,081119,FOLD_4,train,0,15,0,15,0,15
posture_review_0000058,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=3|anchor=1710,cvat_tracking_xml,cvat_tracking_Pigs291119_000233,Pigs291119_000233,Pigs291119_000233,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=3,ID_4,3,291119,FOLD_1,train,1710,1715,1710,1715,1710,1715
posture_review_0000059,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000275|track_id=tracklet_00002111|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs041219/000275,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000275|track_id=tracklet_00002111,ID_3,tracklet_00002111,041219,FOLD_4,train,10,25,10,25,10,25
posture_review_0000060,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs091119%2F000440|track_id=tracklet_00001185|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs091119/000440,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs091119%2F000440|track_id=tracklet_00001185,ID_2,tracklet_00001185,091119,FOLD_4,train,0,15,0,15,0,15
posture_review_0000061,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=0|anchor=282,cvat_tracking_xml,cvat_tracking_Pigs291119_000233,Pigs291119_000233,Pigs291119_000233,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=0,ID_1,0,291119,FOLD_1,train,282,287,282,287,282,287
posture_review_0000062,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=7|anchor=1734,cvat_tracking_xml,cvat_tracking_test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=7,ID_8,7,291119,FOLD_1,train,1734,1739,1734,1739,1734,1739
posture_review_0000063,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs281119_000114_30fps|video=Pigs281119_000114_30fps|track_id=4|anchor=1146,cvat_tracking_xml,cvat_tracking_Pigs281119_000114_30fps,Pigs281119_000114_30fps,Pigs281119_000114_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs281119_000114_30fps|video=Pigs281119_000114_30fps|track_id=4,ID_5,4,281119,FOLD_3,exclude|validation,1146,1151,1146,1151,1146,1151
posture_review_0000064,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000010|track_id=tracklet_00002087|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs271119/000010,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000010|track_id=tracklet_00002087,ID_4,tracklet_00002087,271119,FOLD_4,train,612,627,612,627,612,627
