temporal_unit_key,canonical_actor_key,source_type,video_key,source_frame_index,actor_geometry_valid,partner_candidate_count,nearest_partner_key,nearest_track_id,nearest_object_id,nearest_pig_id,nearest_distance_axis,nearest_distance_diagonal,distance_available,nearest_neighbor_available,nearest_tie_count,nearest_tie_break_rule,previous_partner_key,same_partner_as_previous,partner_switch,partner_continuity_valid,social_exclusion_reason
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1002,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1006,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1002,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1007,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1008,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1008,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1008,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1009,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1008,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1010,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1008,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1011,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1008,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1012,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1008,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1013,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1014,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1014,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1014,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1015,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1014,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1016,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1014,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1017,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1014,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1018,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1014,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1019,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=102,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,102,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=102,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,103,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=102,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,104,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=102,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,105,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=102,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,106,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=102,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,107,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1020,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1020,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1020,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1021,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1020,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1022,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1020,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1023,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1020,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1024,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1020,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1025,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1026,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1026,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1026,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1027,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1026,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1028,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1026,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1029,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1026,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1030,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1026,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1031,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1032,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1032,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1032,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1033,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1032,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1034,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1032,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1035,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1032,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1036,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8|anchor=1032,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,cvat_tracking_xml,Pigs281119_000085_30fps,1037,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=2|pig=ID_6|anchor=0,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=2|pig=ID_6,cvat_tracking_xml,Pigs281119_000085_30fps,0,True,1,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,0,,ID_8,0.2924921287512015,0.24722368253231833,True,True,1,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,available
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=2|pig=ID_6|anchor=0,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=2|pig=ID_6,cvat_tracking_xml,Pigs281119_000085_30fps,1,True,1,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,0,,ID_8,0.28895473049437553,0.24407382858486537,True,True,1,axis_distance_ascending_then_canonical_partner_key_ascending,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,True,False,True,available
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=2|pig=ID_6|anchor=0,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=2|pig=ID_6,cvat_tracking_xml,Pigs281119_000085_30fps,2,True,1,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,0,,ID_8,0.2952934915550716,0.24995343501800424,True,True,1,axis_distance_ascending_then_canonical_partner_key_ascending,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,True,False,True,available
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=2|pig=ID_6|anchor=0,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=2|pig=ID_6,cvat_tracking_xml,Pigs281119_000085_30fps,3,True,1,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,0,,ID_8,0.295993056636221,0.2504458103141911,True,True,1,axis_distance_ascending_then_canonical_partner_key_ascending,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,True,False,True,available
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=2|pig=ID_6|anchor=0,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=2|pig=ID_6,cvat_tracking_xml,Pigs281119_000085_30fps,4,True,1,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,0,,ID_8,0.2971174665922242,0.25155216344854875,True,True,1,axis_distance_ascending_then_canonical_partner_key_ascending,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,True,False,True,available
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=2|pig=ID_6|anchor=0,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=2|pig=ID_6,cvat_tracking_xml,Pigs281119_000085_30fps,5,True,1,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,0,,ID_8,0.29830230271940084,0.2524163861856481,True,True,1,axis_distance_ascending_then_canonical_partner_key_ascending,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=0|pig=ID_8,True,False,True,available
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=5|pig=ID_3|anchor=1584,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=5|pig=ID_3,cvat_tracking_xml,Pigs281119_000085_30fps,1584,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=5|pig=ID_3|anchor=1584,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=5|pig=ID_3,cvat_tracking_xml,Pigs281119_000085_30fps,1585,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=5|pig=ID_3|anchor=1584,cvat_tracking_xml|cvat_tracking_Pigs281119_000085_30fps|Pigs281119_000085_30fps|track=5|pig=ID_3,cvat_tracking_xml,Pigs281119_000085_30fps,1586,True,0,,,,,,,False,False,0,axis_distance_ascending_then_canonical_partner_key_ascending,,False,False,False,no_valid_neighbor
