review_unit_id,linked_audit_item_ids,video_id,video_path,video_sha256,primary_method_id,prediction_path,prediction_sha256,GT_path,GT_sha256,anchor_frame,event_start_frame,event_end_frame,context_start_frame,context_end_frame,FPS,context_seconds_before,context_seconds_after,episode_id,GT_identity,predicted_identity,Hidden_status,error_category,selection_reasons,metric_contributions,review_priority,source_item_count,source_manifest_sha256
GT-AUDIT-0011,AUDIT-0107,Pigs281119_000085_30fps,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs281119_000085_30fps.mp4,8dc95b9263c481d0ec3eb6e2ac96d821410e6331caadc950bd859a42f846b5fb,rf_hybrid,C:\Users\ironh\Downloads\PIG_Behavior_Project\outputs\tracking\reconciliation_state8_development_20260729_run2\predictions\rf_hybrid\Pigs281119_000085_30fps.xml,f3c96d881a344d4b74615c786066056ebe3e1a361eb246a08e57198a90c0aaa1,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\annotations\tracking\Pigs281119_000085_30fps.xml,3a6bc2b28dd2e4f831ef59d7543e1a523bb9cfd2415741bb91506f74709bd697,924,924,924,834,1014,30.0,3,3,NOT_APPLICABLE,ID_6,ID_6,YES,HIDDEN_POLICY_SENSITIVITY_REFERENCE,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,population membership changes by policy,NORMAL,1,bf1578d69af61b8cddc198b84b6652c582c75a43384abbc9eb8b7cb71287707d
GT-AUDIT-0012,AUDIT-0043,Pigs281119_000114_30fps,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs281119_000114_30fps.mp4,6c7668b8e651c8a418aa198f788777ced61c4d2eb85e6b6171e1d0e1bfe1c398,bytetrack_raw,C:\Users\ironh\Downloads\PIG_Behavior_Project\outputs\tracking\frozen_predictions_standard_v2_20260728_retry1\B0_bytetrack_raw\predictions\Pigs281119_000114_30fps.xml,9bd78a67926c49b0242b6e5d6eeb37313a7addc2edcb4869fede1f44932f40ec,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\annotations\tracking\Pigs281119_000114_30fps.xml,1d6ad0b635de1388016b28201ada90010f41ff8a491936050a86cd9430b6ceeb,224,224,224,134,314,30.0,3,3,identity-episode-v2-6adff12e27a309d0d9de,ID_2,ID_8,NO_OR_UNKNOWN,WRONG_IDENTITY_MATCH,LONGEST_BYTETRACK_RAW_WRONG_ID_EPISODE,one wrong-ID animal-frame,NORMAL,1,bf1578d69af61b8cddc198b84b6652c582c75a43384abbc9eb8b7cb71287707d
GT-AUDIT-0013,AUDIT-0044,Pigs281119_000114_30fps,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs281119_000114_30fps.mp4,6c7668b8e651c8a418aa198f788777ced61c4d2eb85e6b6171e1d0e1bfe1c398,bytetrack_raw,C:\Users\ironh\Downloads\PIG_Behavior_Project\outputs\tracking\frozen_predictions_standard_v2_20260728_retry1\B0_bytetrack_raw\predictions\Pigs281119_000114_30fps.xml,9bd78a67926c49b0242b6e5d6eeb37313a7addc2edcb4869fede1f44932f40ec,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\annotations\tracking\Pigs281119_000114_30fps.xml,1d6ad0b635de1388016b28201ada90010f41ff8a491936050a86cd9430b6ceeb,224,224,224,134,314,30.0,3,3,identity-episode-v2-6dee3071db32f9c94876,ID_8,ID_2,NO_OR_UNKNOWN,WRONG_IDENTITY_MATCH,LONGEST_BYTETRACK_RAW_WRONG_ID_EPISODE,one wrong-ID animal-frame,NORMAL,1,bf1578d69af61b8cddc198b84b6652c582c75a43384abbc9eb8b7cb71287707d
GT-AUDIT-0014,AUDIT-0052,Pigs281119_000114_30fps,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs281119_000114_30fps.mp4,6c7668b8e651c8a418aa198f788777ced61c4d2eb85e6b6171e1d0e1bfe1c398,bytetrack_raw,C:\Users\ironh\Downloads\PIG_Behavior_Project\outputs\tracking\frozen_predictions_standard_v2_20260728_retry1\B0_bytetrack_raw\predictions\Pigs281119_000114_30fps.xml,9bd78a67926c49b0242b6e5d6eeb37313a7addc2edcb4869fede1f44932f40ec,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\annotations\tracking\Pigs281119_000114_30fps.xml,1d6ad0b635de1388016b28201ada90010f41ff8a491936050a86cd9430b6ceeb,596,224,969,134,1059,30.0,3,3,pairwise-swap-v2-0a165164010bff237ea2,"('ID_2', 'ID_8')",RECIPROCAL_PAIRWISE_SWAP,MIXED_OR_UNKNOWN,PERSISTENT_PAIRWISE_SWAP,ALL_PERSISTENT_SWAPS_EVERY_ACTIVE_METHOD,one persistent pairwise swap event,NORMAL,1,bf1578d69af61b8cddc198b84b6652c582c75a43384abbc9eb8b7cb71287707d
GT-AUDIT-0015,AUDIT-0075,Pigs291119_000216_30fps,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs291119_000216_30fps.mp4,e88f09d7183e045345a69c0a404cf0dabd9925502d275120f44e77657d11f39f,bytetrack_raw,C:\Users\ironh\Downloads\PIG_Behavior_Project\outputs\tracking\frozen_predictions_standard_v2_20260728_retry1\B0_bytetrack_raw\predictions\Pigs291119_000216_30fps.xml,4b87f4a08430f5133dc8d039321df836b1f9ced4c161d6be782244858b35fbdd,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\annotations\tracking\Pigs291119_000216_30fps.xml,e1b922d422c86307231b80c7f6d9186290086be24be5cd13731d25dcdfeac5c4,0,0,0,0,90,30.0,3,3,NOT_APPLICABLE,ID_7,ID_7,YES,HIDDEN_POLICY_SENSITIVITY_REFERENCE,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,population membership changes by policy,NORMAL,1,bf1578d69af61b8cddc198b84b6652c582c75a43384abbc9eb8b7cb71287707d
GT-AUDIT-0016,AUDIT-0042,Pigs291119_000216_30fps,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs291119_000216_30fps.mp4,e88f09d7183e045345a69c0a404cf0dabd9925502d275120f44e77657d11f39f,bytetrack_raw,C:\Users\ironh\Downloads\PIG_Behavior_Project\outputs\tracking\frozen_predictions_standard_v2_20260728_retry1\B0_bytetrack_raw\predictions\Pigs291119_000216_30fps.xml,4b87f4a08430f5133dc8d039321df836b1f9ced4c161d6be782244858b35fbdd,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\annotations\tracking\Pigs291119_000216_30fps.xml,e1b922d422c86307231b80c7f6d9186290086be24be5cd13731d25dcdfeac5c4,171,171,171,81,261,30.0,3,3,identity-episode-v2-4a28ed5ded442d54571a,ID_1,ID_5,NO_OR_UNKNOWN,WRONG_IDENTITY_MATCH,LONGEST_BYTETRACK_RAW_WRONG_ID_EPISODE,one wrong-ID animal-frame,NORMAL,1,bf1578d69af61b8cddc198b84b6652c582c75a43384abbc9eb8b7cb71287707d
GT-AUDIT-0017,AUDIT-0041,Pigs291119_000216_30fps,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs291119_000216_30fps.mp4,e88f09d7183e045345a69c0a404cf0dabd9925502d275120f44e77657d11f39f,bytetrack_raw,C:\Users\ironh\Downloads\PIG_Behavior_Project\outputs\tracking\frozen_predictions_standard_v2_20260728_retry1\B0_bytetrack_raw\predictions\Pigs291119_000216_30fps.xml,4b87f4a08430f5133dc8d039321df836b1f9ced4c161d6be782244858b35fbdd,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\annotations\tracking\Pigs291119_000216_30fps.xml,e1b922d422c86307231b80c7f6d9186290086be24be5cd13731d25dcdfeac5c4,172,172,172,82,262,30.0,3,3,identity-episode-v2-f1571f699d19bd33b181,ID_5,ID_1,NO_OR_UNKNOWN,WRONG_IDENTITY_MATCH,LONGEST_BYTETRACK_RAW_WRONG_ID_EPISODE,one wrong-ID animal-frame,NORMAL,1,bf1578d69af61b8cddc198b84b6652c582c75a43384abbc9eb8b7cb71287707d
GT-AUDIT-0018,AUDIT-0053,Pigs291119_000216_30fps,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs291119_000216_30fps.mp4,e88f09d7183e045345a69c0a404cf0dabd9925502d275120f44e77657d11f39f,bytetrack_raw,C:\Users\ironh\Downloads\PIG_Behavior_Project\outputs\tracking\frozen_predictions_standard_v2_20260728_retry1\B0_bytetrack_raw\predictions\Pigs291119_000216_30fps.xml,4b87f4a08430f5133dc8d039321df836b1f9ced4c161d6be782244858b35fbdd,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\annotations\tracking\Pigs291119_000216_30fps.xml,e1b922d422c86307231b80c7f6d9186290086be24be5cd13731d25dcdfeac5c4,623,172,1075,82,1165,30.0,3,3,pairwise-swap-v2-2600ef5e9e77927348c6,"('ID_1', 'ID_5')",RECIPROCAL_PAIRWISE_SWAP,MIXED_OR_UNKNOWN,PERSISTENT_PAIRWISE_SWAP,ALL_PERSISTENT_SWAPS_EVERY_ACTIVE_METHOD,one persistent pairwise swap event,NORMAL,1,bf1578d69af61b8cddc198b84b6652c582c75a43384abbc9eb8b7cb71287707d
GT-AUDIT-0019,AUDIT-0054,Pigs291119_000216_30fps,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs291119_000216_30fps.mp4,e88f09d7183e045345a69c0a404cf0dabd9925502d275120f44e77657d11f39f,bytetrack_raw,C:\Users\ironh\Downloads\PIG_Behavior_Project\outputs\tracking\frozen_predictions_standard_v2_20260728_retry1\B0_bytetrack_raw\predictions\Pigs291119_000216_30fps.xml,4b87f4a08430f5133dc8d039321df836b1f9ced4c161d6be782244858b35fbdd,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\annotations\tracking\Pigs291119_000216_30fps.xml,e1b922d422c86307231b80c7f6d9186290086be24be5cd13731d25dcdfeac5c4,1448,1098,1799,1008,1799,30.0,3,3,pairwise-swap-v2-a1deeadce1e253129412,"('ID_1', 'ID_5')",RECIPROCAL_PAIRWISE_SWAP,MIXED_OR_UNKNOWN,PERSISTENT_PAIRWISE_SWAP,ALL_PERSISTENT_SWAPS_EVERY_ACTIVE_METHOD,one persistent pairwise swap event,NORMAL,1,bf1578d69af61b8cddc198b84b6652c582c75a43384abbc9eb8b7cb71287707d
GT-AUDIT-0020,AUDIT-0086,Pigs291119_000216_30fps,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs291119_000216_30fps.mp4,e88f09d7183e045345a69c0a404cf0dabd9925502d275120f44e77657d11f39f,hybrid_bytetrack,C:\Users\ironh\Downloads\PIG_Behavior_Project\outputs\tracking\historical_h5b_h4_frozen_predictions_20260728\predictions\Pigs291119_000216_30fps.xml,14589c03e2c5105564982b830d5be0d0a410ef7d55a0be0313996557a4cab7be,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\annotations\tracking\Pigs291119_000216_30fps.xml,e1b922d422c86307231b80c7f6d9186290086be24be5cd13731d25dcdfeac5c4,0,0,0,0,90,30.0,3,3,NOT_APPLICABLE,ID_7,ID_7,YES,HIDDEN_POLICY_SENSITIVITY_REFERENCE,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,population membership changes by policy,HIGH,1,bf1578d69af61b8cddc198b84b6652c582c75a43384abbc9eb8b7cb71287707d
GT-AUDIT-0021,AUDIT-0097,Pigs291119_000216_30fps,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs291119_000216_30fps.mp4,e88f09d7183e045345a69c0a404cf0dabd9925502d275120f44e77657d11f39f,realtime_fast,C:\Users\ironh\Downloads\PIG_Behavior_Project\outputs\tracking\reconciliation_state8_development_20260729_run2\predictions\realtime_fast\Pigs291119_000216_30fps.xml,cc664ec665dfd67be4da990c085d40c61d6886cf8fa86ba5d4866f4d035c29ae,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\annotations\tracking\Pigs291119_000216_30fps.xml,e1b922d422c86307231b80c7f6d9186290086be24be5cd13731d25dcdfeac5c4,0,0,0,0,90,30.0,3,3,NOT_APPLICABLE,ID_7,ID_7,YES,HIDDEN_POLICY_SENSITIVITY_REFERENCE,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,population membership changes by policy,NORMAL,1,bf1578d69af61b8cddc198b84b6652c582c75a43384abbc9eb8b7cb71287707d
GT-AUDIT-0022,AUDIT-0027,Pigs291119_000216_30fps,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs291119_000216_30fps.mp4,e88f09d7183e045345a69c0a404cf0dabd9925502d275120f44e77657d11f39f,realtime_fast,C:\Users\ironh\Downloads\PIG_Behavior_Project\outputs\tracking\reconciliation_state8_development_20260729_run2\predictions\realtime_fast\Pigs291119_000216_30fps.xml,cc664ec665dfd67be4da990c085d40c61d6886cf8fa86ba5d4866f4d035c29ae,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\annotations\tracking\Pigs291119_000216_30fps.xml,e1b922d422c86307231b80c7f6d9186290086be24be5cd13731d25dcdfeac5c4,171,171,171,81,261,30.0,3,3,identity-episode-v2-ff218a47c310e622263c,ID_1,ID_5,NO_OR_UNKNOWN,TERMINAL_IDENTITY_EPISODE,ALL_REALTIME_FAST_TERMINAL_EPISODES,one wrong-ID animal-frame,NORMAL,1,bf1578d69af61b8cddc198b84b6652c582c75a43384abbc9eb8b7cb71287707d
GT-AUDIT-0023,AUDIT-0028,Pigs291119_000216_30fps,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs291119_000216_30fps.mp4,e88f09d7183e045345a69c0a404cf0dabd9925502d275120f44e77657d11f39f,realtime_fast,C:\Users\ironh\Downloads\PIG_Behavior_Project\outputs\tracking\reconciliation_state8_development_20260729_run2\predictions\realtime_fast\Pigs291119_000216_30fps.xml,cc664ec665dfd67be4da990c085d40c61d6886cf8fa86ba5d4866f4d035c29ae,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\annotations\tracking\Pigs291119_000216_30fps.xml,e1b922d422c86307231b80c7f6d9186290086be24be5cd13731d25dcdfeac5c4,172,172,172,82,262,30.0,3,3,identity-episode-v2-e056b067a170b5eea5e8,ID_5,ID_1,NO_OR_UNKNOWN,TERMINAL_IDENTITY_EPISODE,ALL_REALTIME_FAST_TERMINAL_EPISODES,one wrong-ID animal-frame,NORMAL,1,bf1578d69af61b8cddc198b84b6652c582c75a43384abbc9eb8b7cb71287707d
GT-AUDIT-0024,AUDIT-0062,Pigs291119_000216_30fps,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs291119_000216_30fps.mp4,e88f09d7183e045345a69c0a404cf0dabd9925502d275120f44e77657d11f39f,realtime_fast,C:\Users\ironh\Downloads\PIG_Behavior_Project\outputs\tracking\reconciliation_state8_development_20260729_run2\predictions\realtime_fast\Pigs291119_000216_30fps.xml,cc664ec665dfd67be4da990c085d40c61d6886cf8fa86ba5d4866f4d035c29ae,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\annotations\tracking\Pigs291119_000216_30fps.xml,e1b922d422c86307231b80c7f6d9186290086be24be5cd13731d25dcdfeac5c4,985,172,1799,82,1799,30.0,3,3,pairwise-swap-v2-45143d0e7b730710dce1,"('ID_1', 'ID_5')",RECIPROCAL_PAIRWISE_SWAP,MIXED_OR_UNKNOWN,PERSISTENT_PAIRWISE_SWAP,ALL_PERSISTENT_SWAPS_EVERY_ACTIVE_METHOD,one persistent pairwise swap event,NORMAL,1,bf1578d69af61b8cddc198b84b6652c582c75a43384abbc9eb8b7cb71287707d
GT-AUDIT-0025,AUDIT-0108,Pigs291119_000216_30fps,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs291119_000216_30fps.mp4,e88f09d7183e045345a69c0a404cf0dabd9925502d275120f44e77657d11f39f,rf_hybrid,C:\Users\ironh\Downloads\PIG_Behavior_Project\outputs\tracking\reconciliation_state8_development_20260729_run2\predictions\rf_hybrid\Pigs291119_000216_30fps.xml,3a56acfd66d363300600f7b0b22b781471759436d50c1b37b02b4fd89fefde9a,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\annotations\tracking\Pigs291119_000216_30fps.xml,e1b922d422c86307231b80c7f6d9186290086be24be5cd13731d25dcdfeac5c4,0,0,0,0,90,30.0,3,3,NOT_APPLICABLE,ID_7,ID_7,YES,HIDDEN_POLICY_SENSITIVITY_REFERENCE,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,population membership changes by policy,NORMAL,1,bf1578d69af61b8cddc198b84b6652c582c75a43384abbc9eb8b7cb71287707d
