video,episode_id,mechanism,start_frame,end_frame,frames_modified,tracks_modified,original_realtime_identity,rf_hybrid_identity,wrong_identity_frames_before,wrong_identity_frames_after,IDSW_before,IDSW_after,terminal_episode_before,terminal_episode_after,first_harmful_frame,harmful_persistence_frames,repair_scope_end,identity_recovery_frame,outcome
Pigs291119_000216_30fps,94c294d6fc43ea8e0c8b483a6602bef0efbcb4a7efccdae9bead2d07efec1b53,OVERLAP_SMALL_BOX_SUPPRESSION,722,723,2,1,ID_8,ID_8,0,0,0,0,False,False,,0,723,,NEUTRAL
Pigs291119_000225_30fps,394004bacbe7fb339999cf8404904547aac316c077659d9d734b78a892e17235,TEMPORAL_BBOX_REFINEMENT,580,581,2,1,ID_3,ID_3,0,0,0,0,False,False,,0,581,,BENEFICIAL
Pigs291119_000225_30fps,efdeb907d600f2a6568ee963d79127d62647cec1562f3e5e5ef971dc975666f7,TEMPORAL_BBOX_REFINEMENT,588,589,2,1,ID_3,ID_3,0,0,0,0,False,False,,0,589,,BENEFICIAL
Pigs291119_000225_30fps,7aedf24137db199899b725660db540f266f3e2cee95cec5225bdeb3673776735,TEMPORAL_BBOX_REFINEMENT,610,613,4,1,ID_3,ID_3,0,0,0,0,False,False,,0,613,,BENEFICIAL
Pigs291119_000225_30fps,f69ba5b4d029ae557cb3a0b01f1c61a8227eda367ad919e368580604f6fa9f78,TEMPORAL_BBOX_REFINEMENT,624,629,6,1,ID_3,ID_3,0,0,0,0,False,False,,0,629,,BENEFICIAL
Pigs291119_000225_30fps,9d629fe13e4516a0148b46d1fa8fab2bed93a4dda7fe9f64fdff42e3d73ed45e,TEMPORAL_BBOX_REFINEMENT,1176,1179,4,1,ID_5,ID_5,0,0,0,0,False,False,,0,1179,,BENEFICIAL
Pigs291119_000225_30fps,349a610c05b2d8e3ec47af8c4707d4abceb464faa6f4b672fd91fc772fa37020,TEMPORAL_BBOX_REFINEMENT,250,261,12,1,ID_7,ID_7,0,0,0,0,False,False,250,1,261,,NEUTRAL
Pigs291119_000225_30fps,4eab043a5ce1a314468eadd0d41ea88416528f9cdb751068f32f9edc6f59678e,TEMPORAL_BBOX_REFINEMENT,264,267,4,1,ID_7,ID_7,0,0,0,0,False,False,264,1,267,,NEUTRAL
Pigs291119_000225_30fps,14f3e1aa029076241543c108e6de2bcfce2ae165964a9e75308b2b2f86495549,TEMPORAL_BBOX_REFINEMENT,780,781,2,1,ID_7,ID_7,0,0,0,0,False,False,780,1,781,,NEUTRAL
Pigs291119_000225_30fps,f9e111189a9438f8b152ffc5464bd4ff8060f74678dda6650138c22a6d27b7ae,TEMPORAL_BBOX_REFINEMENT,410,413,4,1,ID_8,ID_8,0,0,0,0,False,False,410,1,413,,HARMFUL
Pigs291119_000225_30fps,867ad8c1513c13f0ac0354ae95f8e438f102f56e1a39c95bb849741867204cc8,TEMPORAL_BBOX_REFINEMENT,458,459,2,1,ID_8,ID_8,0,0,0,0,False,False,458,1,459,,HARMFUL
Pigs291119_000225_30fps,71e4ac924507611dd2db88916554916a5306a9cb54981cb197abd247f63b315d,TEMPORAL_BBOX_REFINEMENT,492,493,2,1,ID_8,ID_8,0,0,0,0,False,False,,0,493,,BENEFICIAL
Pigs291119_000225_30fps,21acb8c91be528178b19c1c07bed7ec0af2ac53b861eca6c4f10542366906eca,TEMPORAL_BBOX_REFINEMENT,506,511,6,1,ID_8,ID_8,0,0,0,0,False,False,511,1,511,,NEUTRAL
Pigs291119_000225_30fps,867757313dbd6316e60a38b586dc034bad6e517b9b13e8025f4e0c40f205b7c4,TEMPORAL_BBOX_REFINEMENT,596,597,2,1,ID_8,ID_8,0,0,0,0,False,False,,0,597,,BENEFICIAL
Pigs291119_000225_30fps,35afb7cc6a88913564144ff791acd3934dd8306dbe778db95dbeef4b3a3bd924,TEMPORAL_BBOX_REFINEMENT,682,693,12,1,ID_8,ID_8,0,0,0,0,False,False,682,1,693,,NEUTRAL
Pigs291119_000225_30fps,484a4b270a3248ad9de209f3b28237ec5c78ab7e93657e35daa1811e187ff228,TEMPORAL_BBOX_REFINEMENT,696,710,15,1,ID_8,ID_8,0,0,0,0,False,False,,0,710,,BENEFICIAL
Pigs291119_000225_30fps,85fa99ebdd5bc2f07df93077d2f996a2a9a036fe61d159db59c8040cfdb971e0,TEMPORAL_BBOX_REFINEMENT,717,731,15,1,ID_8,ID_8,0,0,0,0,False,False,717,1,731,,NEUTRAL
Pigs291119_000225_30fps,f07d65089826ab017757e2e979c737ff9925f297588aec5879fd6c4b93241556,TEMPORAL_BBOX_REFINEMENT,734,749,16,1,ID_8,ID_8,0,0,0,0,False,False,734,1,749,,NEUTRAL
Pigs291119_000225_30fps,7a2a286bf6737ace3f218b89884e7af84efc72094bbb0300880731e5035ef676,TEMPORAL_BBOX_REFINEMENT,752,759,8,1,ID_8,ID_8,0,0,0,0,False,False,752,1,759,,HARMFUL
Pigs291119_000225_30fps,ed44faa31864a06a7e8b430cfabbaac45245af2169d118274648e089be708cd0,TEMPORAL_BBOX_REFINEMENT,774,779,6,1,ID_8,ID_8,0,0,0,0,False,False,,0,779,,BENEFICIAL
Pigs291119_000225_30fps,70f6462ec36c66d808f9f999e5c6981ea5b967fc6618712bda6a4d23fa25913f,TEMPORAL_BBOX_REFINEMENT,824,825,2,1,ID_8,ID_8,0,0,0,0,False,False,,0,825,,BENEFICIAL
Pigs291119_000225_30fps,9d0d9edf48d255b518f67bd76c5aef61df885c5f12972cdaee0c289e60af3cd3,TEMPORAL_BBOX_REFINEMENT,840,841,2,1,ID_8,ID_8,0,0,0,0,False,False,840,1,841,,HARMFUL
Pigs291119_000225_30fps,8a9a48aa4ae17b082f4ed36099ae45b3240e33c31a4b8aa200275caa7aef019a,TEMPORAL_BBOX_REFINEMENT,844,845,2,1,ID_8,ID_8,0,0,0,0,False,False,844,1,845,,HARMFUL
Pigs291119_000225_30fps,b3ef1c8e869d9d2a4ad835767af76f065c5e7d0c4d264737a5c65b84179c13c1,TEMPORAL_BBOX_REFINEMENT,850,864,15,1,ID_8,ID_8,0,0,0,0,False,False,851,1,864,,NEUTRAL
Pigs291119_000225_30fps,ae581b9beb6b301143961a4eec96fc166e896b3ac5cba343fba073815bd5a737,TEMPORAL_BBOX_REFINEMENT,907,921,15,1,ID_8,ID_8,0,0,0,0,False,False,,0,921,,BENEFICIAL
Pigs291119_000225_30fps,4ac2ddf74b2fe9fef35ad142111565e9a41baf0f90a721ba78520b121c410e18,TEMPORAL_BBOX_REFINEMENT,948,949,2,1,ID_8,ID_8,0,0,0,0,False,False,,0,949,,BENEFICIAL
Pigs291119_000226_30fps,00e92c1e65925a7870f1e4114065810da4e0cdf7ee3c88847d2cadfbb81bd77e,OFFLINE_IDENTITY_SWAP_GUARD,1636,1637,2,1,ID_6,ID_6,0,0,1,0,False,False,,0,1637,,AMBIGUOUS
Pigs291119_000226_30fps,010e14378d0572f02dff685b1b07019bf00d93fc6c91b3ef70ecdc6ab2dbd2e8,OFFLINE_IDENTITY_SWAP_GUARD,1636,1637,2,1,ID_8,ID_8,2,0,1,0,False,False,,0,1637,,BENEFICIAL
Pigs291119_000226_30fps,7be2ccec30a5b25f25c9169b6a36081b0477a73f1c57458b316a1f33a2844442,TEMPORAL_BBOX_REFINEMENT,288,291,4,1,ID_4,ID_4,0,0,0,0,False,False,,0,291,,BENEFICIAL
Pigs291119_000226_30fps,61d658cd958cd17367ace8b9b8a26e74dfa59c62357265594add190d218f82f3,TEMPORAL_BBOX_REFINEMENT,296,303,8,1,ID_4,ID_4,0,0,0,0,False,False,296,1,303,,NEUTRAL
Pigs291119_000226_30fps,ded1c20ddaa1c0c928c53dbe4d136185b22038b6b7c570ea71dcd74e756325f8,TEMPORAL_BBOX_REFINEMENT,306,315,10,1,ID_4,ID_4,0,0,0,0,False,False,306,1,315,,NEUTRAL
Pigs291119_000226_30fps,2af5916c0c6a0b9415207b0b198a413cee8449d5c07b715d3919671e82db7e4b,TEMPORAL_BBOX_REFINEMENT,328,329,2,1,ID_4,ID_4,0,0,0,0,False,False,328,1,329,,HARMFUL
Pigs291119_000226_30fps,f405ca15e528440703181705b658e53a7cb21dd5087d25f779c6295ba5b26f2d,TEMPORAL_BBOX_REFINEMENT,988,991,4,1,ID_4,ID_4,0,0,0,0,False,False,,0,991,,BENEFICIAL
Pigs291119_000226_30fps,9cd23ea85892ff2d15dc07ce7cb2999a445ddc63f50d60a6161c8a0d6f75e67c,TEMPORAL_BBOX_REFINEMENT,1002,1005,4,1,ID_4,ID_4,0,0,0,0,False,False,,0,1005,,BENEFICIAL
Pigs291119_000226_30fps,a418f0df677d55b9469ec8dbb8042c1c5c205f2e5888198c290e5e9bccc26b66,TEMPORAL_BBOX_REFINEMENT,1012,1027,16,1,ID_4,ID_4,0,0,0,0,False,False,1012,1,1027,,NEUTRAL
Pigs291119_000226_30fps,75a362523588f4562747e93660d2b30223e5d22c84c25502927be1e9eaa442b9,TEMPORAL_BBOX_REFINEMENT,148,149,2,1,ID_6,ID_6,0,0,0,0,False,False,,0,149,,BENEFICIAL
Pigs291119_000226_30fps,8c56f8e1c50aca406e514250b8edf7e49de2185bcab8d896d735676f2e5adcef,TEMPORAL_BBOX_REFINEMENT,160,165,6,1,ID_6,ID_6,0,0,0,0,False,False,,0,165,,BENEFICIAL
Pigs291119_000226_30fps,2f3613ed14d966d452757a368e6e47564e3ae082cfcf08a9f99f8fd340b25871,TEMPORAL_BBOX_REFINEMENT,352,353,2,1,ID_6,ID_6,0,0,0,0,False,False,,0,353,,BENEFICIAL
Pigs291119_000226_30fps,6ce55efb24a4deb4e7e50706c29962f82a1afb7c8d2c7f78aa5c8719174aaeb1,TEMPORAL_BBOX_REFINEMENT,1620,1623,4,1,ID_6,ID_6,0,0,0,0,False,False,1621,1,1623,,NEUTRAL
Pigs291119_000226_30fps,15e163a94921a7a64badf3d4b953c65ef0a37e1bf383e6dd7330f94e27be188b,TEMPORAL_BBOX_REFINEMENT,1626,1627,2,1,ID_6,ID_6,0,0,0,0,False,False,,0,1627,,BENEFICIAL
Pigs291119_000226_30fps,d7d90821482d14ec962713e834a89c9d76bdfde1585bfe4ef055bf54cd48a1f2,TEMPORAL_BBOX_REFINEMENT,1636,1639,4,1,ID_6,ID_6,0,0,2,0,False,False,,0,1639,,AMBIGUOUS
Pigs291119_000226_30fps,8147bd7a94586740d1b4a2991c9fce417dd2d0fbb9e03f833809f071583ae959,TEMPORAL_BBOX_REFINEMENT,58,59,2,1,ID_7,ID_7,0,0,0,0,False,False,58,1,59,,HARMFUL
Pigs291119_000226_30fps,8ac15298c5809e308339b71ad5a29923d447fac786187ac2b75f4ab7a3c5e679,TEMPORAL_BBOX_REFINEMENT,1588,1591,4,1,ID_8,ID_8,0,0,0,0,False,False,,0,1591,,BENEFICIAL
Pigs291119_000226_30fps,2bd81a1e8cfd65ba35bbceafa3f51d39f2d734af24a1b2ead31ae0fcb65ecaeb,TEMPORAL_BBOX_REFINEMENT,1622,1623,2,1,ID_8,ID_8,0,0,0,0,False,False,,0,1623,,BENEFICIAL
