path,line,column,matched_reference,classification,source_text
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1346,50,realtime,HISTORICAL_DOCUMENTATION,- Additional runtime smoke checks: `outputs/eval/realtime/runtime_check_quality_delayed_simple_263/iou0_area0_condarea0_merge0` produced `000263 remapped_idsw=2`; `outputs/eval/realtime/runtime_check_quality_delayed_simple_085/iou0_area0_condarea0_merge0` produced `000085 remapped_idsw=0`. Both match artifact expectations.
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1346,178,realtime,HISTORICAL_DOCUMENTATION,- Additional runtime smoke checks: `outputs/eval/realtime/runtime_check_quality_delayed_simple_263/iou0_area0_condarea0_merge0` produced `000263 remapped_idsw=2`; `outputs/eval/realtime/runtime_check_quality_delayed_simple_085/iou0_area0_condarea0_merge0` produced `000085 remapped_idsw=0`. Both match artifact expectations.
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1348,15,realtime,HISTORICAL_DOCUMENTATION,## 2026-07-08 realtime dense fallback gain gate
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1350,21,realtime_quality_delayed,HISTORICAL_DOCUMENTATION,"- Improved current `realtime_quality_delayed` motion-pair candidate by tightening dense-component fallback: `realtime_motion_pair_dense_fallback_max_edges=2`, `realtime_motion_pair_dense_fallback_min_median_gain=0.05`, `realtime_motion_pair_dense_fallback_min_edge_gain=0.04` while keeping `max_component_size=4`, `max_component_edges=3`, `max_support_ratio=0.35`."
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1351,36,realtime,HISTORICAL_DOCUMENTATION,- Evidence artifact: `outputs/eval/realtime/probe_motion_pair_gainmin004_edges2_13video/iou0_area0_condarea0_merge0`.
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1352,56,realtime,HISTORICAL_DOCUMENTATION,"- Compared with previous dense candidate `outputs/eval/realtime/probe_motion_pair_comp4_edges3_dense_13video/iou0_area0_condarea0_merge0`: `ALL remapped_idsw 31 -> 27`, `000233 13 -> 9`, no per-video IDSW regression, `000302=0`, `fp/fn unchanged 2320/1055`; HOTA/IDF1 effectively unchanged at `95.89/96.41`."
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1355,15,realtime,HISTORICAL_DOCUMENTATION,## 2026-07-08 realtime motion-pair quality-delayed candidate
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1357,60,realtime,HISTORICAL_DOCUMENTATION,"- Added opt-in `realtime_motion_pair_stabilizer` for `mode=realtime` only. It relabels short-memory motion-consistent ID attributes, then filters proposed relabel graph to small/sparse components. The current 13-video candidate uses `realtime_motion_pair_max_component_size=4`, `realtime_motion_pair_max_component_edges=3`, and dense-component rare-edge fallback (`max_edges=3`, `max_support_ratio=0.35`); this admits sparse four-ID episodes like `000327` and a limited rare-edge subset in dense `000233` while still blocking the dominant long cascade edge."
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1359,30,realtime_quality_delayed,HISTORICAL_DOCUMENTATION,"- Enabled the stabilizer in `realtime_quality_delayed`, not in `realtime_balanced`. Treat this as a quality-delayed candidate, not the pure causal realtime baseline."
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1359,65,realtime_balanced,HISTORICAL_DOCUMENTATION,"- Enabled the stabilizer in `realtime_quality_delayed`, not in `realtime_balanced`. Treat this as a quality-delayed candidate, not the pure causal realtime baseline."
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1359,148,realtime,HISTORICAL_DOCUMENTATION,"- Enabled the stabilizer in `realtime_quality_delayed`, not in `realtime_balanced`. Treat this as a quality-delayed candidate, not the pure causal realtime baseline."
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1360,51,realtime,HISTORICAL_DOCUMENTATION,"- Validated runtime 5-video result: `outputs/eval/realtime/codex_motion_pair_quality_5video_fix/iou0_area0_condarea0_merge0`. Compared with `outputs/eval/realtime/realtime_balanced_5video/iou0_area0_condarea0_merge0`: `ALL remapped_idsw 43 -> 25`, `remapped_hota_pct 90.12 -> 92.20`, `remapped_idf1_pct 90.18 -> 92.50`, `fp/fn unchanged 849/661`."
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1360,155,realtime,HISTORICAL_DOCUMENTATION,"- Validated runtime 5-video result: `outputs/eval/realtime/codex_motion_pair_quality_5video_fix/iou0_area0_condarea0_merge0`. Compared with `outputs/eval/realtime/realtime_balanced_5video/iou0_area0_condarea0_merge0`: `ALL remapped_idsw 43 -> 25`, `remapped_hota_pct 90.12 -> 92.20`, `remapped_idf1_pct 90.18 -> 92.50`, `fp/fn unchanged 849/661`."
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1360,164,realtime_balanced,HISTORICAL_DOCUMENTATION,"- Validated runtime 5-video result: `outputs/eval/realtime/codex_motion_pair_quality_5video_fix/iou0_area0_condarea0_merge0`. Compared with `outputs/eval/realtime/realtime_balanced_5video/iou0_area0_condarea0_merge0`: `ALL remapped_idsw 43 -> 25`, `remapped_hota_pct 90.12 -> 92.20`, `remapped_idf1_pct 90.18 -> 92.50`, `fp/fn unchanged 849/661`."
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1362,104,realtime,HISTORICAL_DOCUMENTATION,"- 13-video artifact probe with component size `4`, edge cap `3`, and rare-edge fallback: `outputs/eval/realtime/probe_motion_pair_comp4_edges3_dense_13video/iou0_area0_condarea0_merge0`. Compared with `outputs/eval/realtime/realtime_balanced_13video/iou0_area0_condarea0_merge0`: `ALL remapped_idsw 75 -> 31`, `remapped_hota_pct 92.77 -> 95.89`, `remapped_idf1_pct 93.12 -> 96.41`, `fp/fn unchanged 2320/1055`. No per-video remapped IDSW regression in this 13-video set; `000302` stayed `0`. `000327` improved `8 -> 4`; `000233` improved `15 -> 13` but remains the weakest realtime video."
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1362,216,realtime,HISTORICAL_DOCUMENTATION,"- 13-video artifact probe with component size `4`, edge cap `3`, and rare-edge fallback: `outputs/eval/realtime/probe_motion_pair_comp4_edges3_dense_13video/iou0_area0_condarea0_merge0`. Compared with `outputs/eval/realtime/realtime_balanced_13video/iou0_area0_condarea0_merge0`: `ALL remapped_idsw 75 -> 31`, `remapped_hota_pct 92.77 -> 95.89`, `remapped_idf1_pct 93.12 -> 96.41`, `fp/fn unchanged 2320/1055`. No per-video remapped IDSW regression in this 13-video set; `000302` stayed `0`. `000327` improved `8 -> 4`; `000233` improved `15 -> 13` but remains the weakest realtime video."
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1362,225,realtime_balanced,HISTORICAL_DOCUMENTATION,"- 13-video artifact probe with component size `4`, edge cap `3`, and rare-edge fallback: `outputs/eval/realtime/probe_motion_pair_comp4_edges3_dense_13video/iou0_area0_condarea0_merge0`. Compared with `outputs/eval/realtime/realtime_balanced_13video/iou0_area0_condarea0_merge0`: `ALL remapped_idsw 75 -> 31`, `remapped_hota_pct 92.77 -> 95.89`, `remapped_idf1_pct 93.12 -> 96.41`, `fp/fn unchanged 2320/1055`. No per-video remapped IDSW regression in this 13-video set; `000302` stayed `0`. `000327` improved `8 -> 4`; `000233` improved `15 -> 13` but remains the weakest realtime video."
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1362,574,realtime,HISTORICAL_DOCUMENTATION,"- 13-video artifact probe with component size `4`, edge cap `3`, and rare-edge fallback: `outputs/eval/realtime/probe_motion_pair_comp4_edges3_dense_13video/iou0_area0_condarea0_merge0`. Compared with `outputs/eval/realtime/realtime_balanced_13video/iou0_area0_condarea0_merge0`: `ALL remapped_idsw 75 -> 31`, `remapped_hota_pct 92.77 -> 95.89`, `remapped_idf1_pct 93.12 -> 96.41`, `fp/fn unchanged 2320/1055`. No per-video remapped IDSW regression in this 13-video set; `000302` stayed `0`. `000327` improved `8 -> 4`; `000233` improved `15 -> 13` but remains the weakest realtime video."
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1363,26,realtime,HISTORICAL_DOCUMENTATION,- Do not promote this as realtime causal base without broader regression and explicit discussion that it is delayed/post-tracking stabilization. Next step should validate more videos and then design an online-buffer equivalent if true realtime latency is required.
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1363,236,realtime,HISTORICAL_DOCUMENTATION,- Do not promote this as realtime causal base without broader regression and explicit discussion that it is delayed/post-tracking stabilization. Next step should validate more videos and then design an online-buffer equivalent if true realtime latency is required.
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1365,15,realtime,HISTORICAL_DOCUMENTATION,## 2026-07-08 realtime profile cleanup and failed probes
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1367,4,realtime_balanced,HISTORICAL_DOCUMENTATION,- `realtime_balanced` was changed to inherit from a realtime-only eval base:
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1367,53,realtime,HISTORICAL_DOCUMENTATION,- `realtime_balanced` was changed to inherit from a realtime-only eval base:
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1370,70,realtime,HISTORICAL_DOCUMENTATION,"offline flags forced off matched the prior metrics, so the current realtime"
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1373,15,realtime,HISTORICAL_DOCUMENTATION,- Added named realtime eval profiles:
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1376,6,realtime_balanced,HISTORICAL_DOCUMENTATION,- `realtime_balanced`: current causal probe stack.
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1377,6,realtime_quality_delayed,HISTORICAL_DOCUMENTATION,- `realtime_quality_delayed`: finite-window local repair probe only; no
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1380,45,realtime,HISTORICAL_DOCUMENTATION,- `overlap_small_box_suppression=true` on realtime `000233`: no metric change
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1382,34,realtime,HISTORICAL_DOCUMENTATION,- hybrid causal guard stack on realtime `000233`: no improvement; FP slightly
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1384,31,realtime,HISTORICAL_DOCUMENTATION,- `tracker_type=botsort` on realtime `000233`: no metric change.
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1388,61,realtime,HISTORICAL_DOCUMENTATION,- `local_pair_swap_repair=true` with a 12-frame window on realtime `000263`:
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1390,33,realtime,HISTORICAL_DOCUMENTATION,- Current conclusion: remaining realtime IDSW is not solved by porting existing
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1395,15,realtime,HISTORICAL_DOCUMENTATION,## 2026-07-08 realtime balanced profile
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1397,10,realtime_balanced,HISTORICAL_DOCUMENTATION,- Added `realtime_balanced` to `scripts/evaluate_tracking.py` as the current
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1398,9,realtime,HISTORICAL_DOCUMENTATION,named realtime probe profile. It packages the useful opt-in realtime stack:
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1398,63,realtime,HISTORICAL_DOCUMENTATION,named realtime probe profile. It packages the useful opt-in realtime stack:
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1404,4,realtime_balanced,HISTORICAL_DOCUMENTATION,"- `realtime_balanced` is still a probe profile, not a finished realtime"
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1404,64,realtime,HISTORICAL_DOCUMENTATION,"- `realtime_balanced` is still a probe profile, not a finished realtime"
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1406,17,realtime,HISTORICAL_DOCUMENTATION,`outputs/eval/realtime/realtime_balanced_302_guardrail/iou0_area0_condarea0_merge0`
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1406,26,realtime_balanced,HISTORICAL_DOCUMENTATION,`outputs/eval/realtime/realtime_balanced_302_guardrail/iou0_area0_condarea0_merge0`
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1410,17,realtime,HISTORICAL_DOCUMENTATION,`outputs/eval/realtime/realtime_balanced_5video/iou0_area0_condarea0_merge0`.
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1410,26,realtime_balanced,HISTORICAL_DOCUMENTATION,`outputs/eval/realtime/realtime_balanced_5video/iou0_area0_condarea0_merge0`.
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1422,15,realtime,HISTORICAL_DOCUMENTATION,## 2026-07-08 realtime failed guard probes
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1434,11,realtime,HISTORICAL_DOCUMENTATION,- Current realtime candidate remains the missed3 low-conf stack:
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1435,17,realtime,HISTORICAL_DOCUMENTATION,`outputs/eval/realtime/probe_realtime_low_conf_recovery_missed3_5video/iou0_area0_condarea0_merge0`.
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1439,15,realtime,HISTORICAL_DOCUMENTATION,## 2026-07-08 realtime missed3 candidate
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1441,38,realtime,HISTORICAL_DOCUMENTATION,- Realtime baseline at `outputs/eval/realtime/baseline_current/iou0_area0_condarea0_merge0` remains the main realtime comparison point.
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1441,110,realtime,HISTORICAL_DOCUMENTATION,- Realtime baseline at `outputs/eval/realtime/baseline_current/iou0_area0_condarea0_merge0` remains the main realtime comparison point.
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1442,18,realtime,HISTORICAL_DOCUMENTATION,- Current useful realtime candidate keeps all new realtime guards opt-in:
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1442,51,realtime,HISTORICAL_DOCUMENTATION,- Current useful realtime candidate keeps all new realtime guards opt-in:
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1451,17,realtime,HISTORICAL_DOCUMENTATION,`outputs/eval/realtime/probe_realtime_low_conf_recovery_233_missed3/iou0_area0_condarea0_merge0`.
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1453,17,realtime,HISTORICAL_DOCUMENTATION,`outputs/eval/realtime/probe_realtime_low_conf_recovery_missed3_5video/iou0_area0_condarea0_merge0`:
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1462,34,realtime,HISTORICAL_DOCUMENTATION,- Diagnostics from `outputs/pred/realtime/probe_realtime_missed3_263_debug/.../association_debug_events.csv`:
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1469,15,realtime,HISTORICAL_DOCUMENTATION,## 2026-07-08 realtime coverage candidate
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1471,12,realtime,HISTORICAL_DOCUMENTATION,- Baseline realtime at
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1472,17,realtime,HISTORICAL_DOCUMENTATION,`outputs/eval/realtime/baseline_current/iou0_area0_condarea0_merge0` has a
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1475,13,realtime,HISTORICAL_DOCUMENTATION,- Strongest realtime lever so far is `occlusion_aware_matching=false`; on the
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1478,67,realtime,HISTORICAL_DOCUMENTATION,- Added opt-in `realtime_visible_close_competitor_guard=true` for realtime only
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1488,19,realtime,HISTORICAL_DOCUMENTATION,- Current 5-video realtime candidate:
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1489,17,realtime,HISTORICAL_DOCUMENTATION,`outputs/eval/realtime/probe_close_competitor_margin012_5video/iou0_area0_condarea0_merge0`.
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1490,17,realtime,HISTORICAL_DOCUMENTATION,"Compared with realtime baseline subset, it is a large coverage/HOTA"
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1494,38,realtime,HISTORICAL_DOCUMENTATION,- Do not promote this as the default realtime config yet. Next realtime work
.agents/memory/01_PROJECT_MEMORY_SHORT.md,1494,64,realtime,HISTORICAL_DOCUMENTATION,- Do not promote this as the default realtime config yet. Next realtime work
.agents/memory/02_CURRENT_DECISION.md,100,21,owner_preference,HISTORICAL_DOCUMENTATION,- `H1_R3_SCORE_NAME=owner_preference_lower_bound`
.agents/memory/02_CURRENT_DECISION.md,157,22,realtime_fast_h1_r2,HISTORICAL_DOCUMENTATION,`realtime_fast` and `realtime_fast_h1_r2` cache-only replay. All 770 candidate
.agents/memory/02_CURRENT_DECISION.md,320,11,realtime,HISTORICAL_DOCUMENTATION,## Active realtime runtime decision 2026-07-20
.agents/memory/02_CURRENT_DECISION.md,323,22,realtime_balanced,HISTORICAL_DOCUMENTATION,`realtime_fast` and `realtime_balanced` both remain causal and prediction-
.agents/memory/02_CURRENT_DECISION.md,328,69,realtime,HISTORICAL_DOCUMENTATION,Do not claim a speed winner or silently label either profile native realtime;
.agents/memory/02_CURRENT_DECISION.md,336,11,realtime,HISTORICAL_DOCUMENTATION,## Active realtime Pareto decision 2026-07-20
.agents/memory/02_CURRENT_DECISION.md,348,8,realtime,HISTORICAL_DOCUMENTATION,"native realtime. Balanced stays a valid quality reference, while Quality stays"
.agents/memory/02_CURRENT_DECISION.md,350,1,realtime,HISTORICAL_DOCUMENTATION,realtime-winner eligibility is withheld. Authority:
.agents/memory/02_CURRENT_DECISION.md,356,7,realtime_balanced,HISTORICAL_DOCUMENTATION,Keep `realtime_balanced` unchanged and retain the negative evidence at
.agents/memory/02_CURRENT_DECISION.md,371,53,realtime,HISTORICAL_DOCUMENTATION,Hybrid is the first dependency and is complete. The realtime selection is not
.agents/memory/02_CURRENT_DECISION.md,379,72,realtime,HISTORICAL_DOCUMENTATION,The paper-critical comparison is `bytetrack_raw` -> one selected valid realtime
.agents/memory/02_CURRENT_DECISION.md,381,52,realtime,HISTORICAL_DOCUMENTATION,"video universe, detector, GT, and evaluator. Three realtime profiles are not a"
.agents/memory/02_CURRENT_DECISION.md,384,61,realtime,HISTORICAL_DOCUMENTATION,"Pareto comparison, it replaces fast/balanced as the paper's realtime method and"
.agents/memory/02_CURRENT_DECISION.md,387,46,realtime,HISTORICAL_DOCUMENTATION,separately labeled delayed method until that realtime contract is proved.
.agents/memory/02_CURRENT_DECISION.md,396,11,realtime,HISTORICAL_DOCUMENTATION,## Active realtime Quality selection gate 2026-07-19
.agents/memory/02_CURRENT_DECISION.md,398,67,realtime,HISTORICAL_DOCUMENTATION,`realtime_quality` is a mandatory selection challenger before any realtime
.agents/memory/02_CURRENT_DECISION.md,399,51,realtime,HISTORICAL_DOCUMENTATION,winner is locked. This does not require all three realtime profiles in the
.agents/memory/02_CURRENT_DECISION.md,405,53,realtime,HISTORICAL_DOCUMENTATION,"HOTA `97.66%`, IDF1 `97.58%`, delay `-1`), not as a realtime winner. RQ1 lags"
.agents/memory/02_CURRENT_DECISION.md,433,11,realtime,HISTORICAL_DOCUMENTATION,## Active realtime Pareto selection 2026-07-19
.agents/memory/02_CURRENT_DECISION.md,459,20,realtime,HISTORICAL_DOCUMENTATION,must pass before a realtime method is selected.
.agents/memory/02_CURRENT_DECISION.md,469,40,realtime,HISTORICAL_DOCUMENTATION,That authority closes hybrid and opens realtime planning. No realtime
.agents/memory/02_CURRENT_DECISION.md,469,62,realtime,HISTORICAL_DOCUMENTATION,That authority closes hybrid and opens realtime planning. No realtime
.agents/memory/02_CURRENT_DECISION.md,618,59,realtime,HISTORICAL_DOCUMENTATION,Complete and authority-lock `hybrid_bytetrack` before any realtime transfer.
.agents/memory/02_CURRENT_DECISION.md,633,1,realtime,HISTORICAL_DOCUMENTATION,realtime study must use `realtime_fast` as its operational reference.
.agents/memory/02_CURRENT_DECISION.md,634,2,realtime_balanced,HISTORICAL_DOCUMENTATION,`realtime_balanced` is not considered solved merely because it improves over
.agents/memory/02_CURRENT_DECISION.md,643,13,realtime_balanced,HISTORICAL_DOCUMENTATION,The causal `realtime_balanced` profile now promotes hidden-detection
.agents/memory/02_CURRENT_DECISION.md,657,2,realtime_quality_delayed,HISTORICAL_DOCUMENTATION,`realtime_quality_delayed` keeps its reservation-disabled semantics.
.agents/memory/02_CURRENT_DECISION.md,667,22,realtime,HISTORICAL_DOCUMENTATION,The three hash-bound realtime baselines have now been replayed with
